chr1	11412105	11414105	A830018L16Rik	.	+	4	200	2000	0.1000000
chr1	12665563	12667563	4932411L15	.	+	7	336	2000	0.1680000
chr1	12690430	12692430	Sulf1	.	+	7	309	2000	0.1545000
chr1	12991135	12993135	Slco5a1	.	-	13	478	2000	0.2390000
chr1	13127163	13129163	Prdm14	.	-	7	265	2000	0.1325000
chr1	13374083	13376083	Ncoa2	.	-	9	447	2000	0.2235000
chr1	13589864	13591864	Tram1	.	-	13	531	2000	0.2655000
chr1	13660509	13662509	Lactb2	.	-	5	163	2000	0.0815000
chr1	13666771	13668771	Xkr9	.	+	8	295	2000	0.1475000
chr1	13786929	13788929	Gm5523	.	-	7	318	2000	0.1590000
chr1	14310199	14312199	Eya1	.	-	13	593	2000	0.2965000
chr1	14755966	14757966	Msc	.	-	9	344	2000	0.1720000
chr1	14918862	14920862	Trpa1	.	-	6	292	2000	0.1460000
chr1	15310452	15312452	Kcnb2	.	+	6	297	2000	0.1485000
chr1	15803658	15805658	Terf1	.	+	11	442	2000	0.2210000
chr1	15892722	15894722	Gm106	.	-	5	208	2000	0.1040000
chr1	16093041	16095041	4930444P10Rik	.	-	6	297	2000	0.1485000
chr1	16103882	16105882	Rdh10	.	+	41	1166	2000	0.5830000
chr1	16104433	16106433	Rpl7	.	-	37	1110	2000	0.5550000
chr1	16519302	16521302	Stau2	.	-	13	605	2000	0.3025000
chr1	16619286	16621286	Ube2w	.	-	6	275	2000	0.1375000
chr1	16655552	16657552	D030040B21Rik	.	+	18	609	2000	0.3045000
chr1	16656865	16658865	Tceb1	.	-	11	340	2000	0.1700000
chr1	16663191	16665191	Tmem70	.	+	8	386	2000	0.1930000
chr1	16686456	16688456	Ly96	.	+	14	580	2000	0.2900000
chr1	17097889	17099889	Jph1	.	-	6	268	2000	0.1340000
chr1	17143373	17145373	Gdap1	.	+	4	199	2000	0.0995000
chr1	17599901	17601901	Pi15	.	+	5	247	2000	0.1235000
chr1	17725417	17727417	Crispld1	.	+	5	248	2000	0.1240000
chr1	18137051	18139051	Crisp4	.	-	6	269	2000	0.1345000
chr1	18223564	18225564	Defb44-ps	.	-	7	340	2000	0.1700000
chr1	18237443	18239443	Defb18	.	-	7	332	2000	0.1660000
chr1	18265138	18267138	Defb41	.	-	6	218	2000	0.1090000
chr1	18265138	18267138	Gm15386	.	-	6	218	2000	0.1090000
chr1	19101022	19103022	Tfap2d	.	+	12	514	2000	0.2570000
chr1	19206914	19208914	Tfap2b	.	+	6	226	2000	0.1130000
chr1	20354454	20356454	4930486I03Rik	.	+	12	502	2000	0.2510000
chr1	20618057	20620057	Pkhd1	.	-	8	374	2000	0.1870000
chr1	20677010	20679010	Mir206	.	+	4	154	2000	0.0770000
chr1	20680769	20682769	Mir133b	.	+	5	221	2000	0.1105000
chr1	20728905	20730905	Il17a	.	+	8	387	2000	0.1935000
chr1	20784270	20786270	Il17f	.	-	6	298	2000	0.1490000
chr1	20820213	20822213	Mcm3	.	-	4	189	2000	0.0945000
chr1	20888622	20890622	Paqr8	.	+	10	433	2000	0.2165000
chr1	20890473	20892473	6720483E21Rik	.	-	14	604	2000	0.3020000
chr1	20949626	20951626	Efhc1	.	+	3	149	2000	0.0745000
chr1	21079225	21081225	Tram2	.	-	14	578	2000	0.2890000
chr1	21216631	21218631	Tmem14a	.	+	7	286	2000	0.1430000
chr1	21238589	21240589	Gsta3	.	+	10	417	2000	0.2085000
chr1	21298312	21300312	Gm4956	.	-	7	341	2000	0.1705000
chr1	21347677	21349677	Khdc1a	.	+	9	363	2000	0.1815000
chr1	21366331	21368331	Khdc1c	.	+	10	424	2000	0.2120000
chr1	21381556	21383556	Khdc1b	.	+	8	370	2000	0.1850000
chr1	21961942	21963942	Kcnq5	.	-	8	398	2000	0.1990000
chr1	22805724	22807724	Rims1	.	-	10	435	2000	0.2175000
chr1	23102253	23104253	4933415F23Rik	.	-	7	315	2000	0.1575000
chr1	23270269	23272269	Mir30a	.	+	4	199	2000	0.0995000
chr1	23289701	23291701	Mir30c-2	.	+	6	275	2000	0.1375000
chr1	23383175	23385175	Ogfrl1	.	-	7	315	2000	0.1575000
chr1	23759926	23761926	B3gat2	.	+	7	342	2000	0.1710000
chr1	23922289	23924289	Smap1	.	-	8	346	2000	0.1730000
chr1	24005640	24007640	1110058L19Rik	.	-	12	540	2000	0.2700000
chr1	24100341	24102341	Fam135a	.	-	14	610	2000	0.3050000
chr1	24175610	24177610	Col9a1	.	+	5	188	2000	0.0940000
chr1	24587437	24589437	Col19a1	.	-	0	0	2000	0.0000000
chr1	24676544	24678544	Lmbrd1	.	+	6	253	2000	0.1265000
chr1	25277954	25279954	Gm20172	.	-	10	418	2000	0.2090000
chr1	25829707	25831707	Bai3	.	-	7	309	2000	0.1545000
chr1	26687460	26689460	4931408C20Rik	.	-	23	832	2000	0.4160000
chr1	28780252	28782252	Gm597	.	-	2	97	2000	0.0485000
chr1	30863256	30865256	Phf3	.	-	7	317	2000	0.1585000
chr1	30949710	30951710	Gm13363	.	-	24	772	2000	0.3860000
chr1	30949755	30951755	Ptp4a1	.	-	23	761	2000	0.3805000
chr1	31174435	31176435	Lgsn	.	+	6	246	2000	0.1230000
chr1	31220839	31222839	4930521A18Rik	.	+	6	277	2000	0.1385000
chr1	31222656	31224656	4931428L18Rik	.	-	8	366	2000	0.1830000
chr1	31262847	31264847	Gm4850	.	+	5	212	2000	0.1060000
chr1	32170806	32172806	Khdrbs2	.	+	3	145	2000	0.0725000
chr1	32520999	32522999	Gm9839	.	-	5	209	2000	0.1045000
chr1	32547293	32549293	Gm5415	.	-	8	349	2000	0.1745000
chr1	33667824	33669824	1700001G17Rik	.	+	2	98	2000	0.0490000
chr1	33669758	33671758	Prim2	.	-	10	351	2000	0.1755000
chr1	33717896	33719896	Rab23	.	+	7	280	2000	0.1400000
chr1	33757750	33759750	Bag2	.	-	7	280	2000	0.1400000
chr1	33814427	33816427	Zfp451	.	-	12	491	2000	0.2455000
chr1	33838914	33840914	Gm15455	.	-	3	147	2000	0.0735000
chr1	33907621	33909621	Bend6	.	-	7	298	2000	0.1490000
chr1	34009825	34011825	Dst	.	+	4	171	2000	0.0855000
chr1	34433199	34435199	Mir5103	.	-	9	447	2000	0.2235000
chr1	34437829	34439829	Imp4	.	+	13	492	2000	0.2460000
chr1	34439672	34441672	Ccdc115	.	-	15	416	2000	0.2080000
chr1	34457746	34459746	Ptpn18	.	+	14	537	2000	0.2685000
chr1	34496430	34498430	Prss39	.	+	5	242	2000	0.1210000
chr1	34533648	34535648	Cfc1	.	+	8	387	2000	0.1935000
chr1	34560943	34562943	Prss40	.	-	3	121	2000	0.0605000
chr1	34577693	34579693	Fam123c	.	+	5	173	2000	0.0865000
chr1	34636210	34638210	AA619741	.	-	5	215	2000	0.1075000
chr1	34799722	34801722	Arhgef4	.	+	10	384	2000	0.1920000
chr1	34843050	34845050	Fam168b	.	-	11	416	2000	0.2080000
chr1	34847959	34849959	Plekhb2	.	+	10	420	2000	0.2100000
chr1	36066400	36068400	Hs6st1	.	+	11	424	2000	0.2120000
chr1	36244302	36246302	Uggt1	.	-	10	430	2000	0.2150000
chr1	36273425	36275425	Neurl3	.	-	22	780	2000	0.3900000
chr1	36305733	36307733	Arid5a	.	+	9	355	2000	0.1775000
chr1	36369181	36371181	4632411B12Rik	.	-	11	427	2000	0.2135000
chr1	36445239	36447239	Lman2l	.	-	10	444	2000	0.2220000
chr1	36469597	36471597	Cnnm4	.	+	9	321	2000	0.1605000
chr1	36509876	36511876	Cnnm3	.	+	17	568	2000	0.2840000
chr1	36535729	36537729	Ankrd23	.	-	9	370	2000	0.1850000
chr1	36547201	36549201	Ankrd39	.	-	13	511	2000	0.2555000
chr1	36558381	36560381	Sema4c	.	-	11	410	2000	0.2050000
chr1	36683183	36685183	Fam178b	.	-	11	483	2000	0.2415000
chr1	36689487	36691487	Cox5b	.	+	5	202	2000	0.1010000
chr1	36709925	36711925	Actr1b	.	-	11	461	2000	0.2305000
chr1	36712538	36714538	4933424G06Rik	.	+	8	366	2000	0.1830000
chr1	36759861	36761861	Zap70	.	+	8	347	2000	0.1735000
chr1	36939527	36941527	Tmem131	.	-	22	800	2000	0.4000000
chr1	37217261	37219261	Cnga3	.	+	6	271	2000	0.1355000
chr1	37297893	37299893	Inpp4a	.	+	7	286	2000	0.1430000
chr1	37428172	37430172	Unc50	.	+	14	565	2000	0.2825000
chr1	37430103	37432103	6330578E17Rik	.	-	23	925	2000	0.4625000
chr1	37488605	37490605	4930594C11Rik	.	-	5	223	2000	0.1115000
chr1	37536259	37538259	Mgat4a	.	-	8	381	2000	0.1905000
chr1	37719811	37721811	2010300C02Rik	.	-	8	335	2000	0.1675000
chr1	37865079	37867079	Tsga10	.	-	9	388	2000	0.1940000
chr1	37870206	37872206	Lipt1	.	+	9	381	2000	0.1905000
chr1	37888553	37890553	Mrpl30	.	+	15	539	2000	0.2695000
chr1	37890411	37892411	Mitd1	.	-	14	605	2000	0.3025000
chr1	37916493	37918493	Lyg2	.	-	3	149	2000	0.0745000
chr1	37957759	37959759	Lyg1	.	-	11	485	2000	0.2425000
chr1	37996010	37998010	Eif5b	.	+	32	980	2000	0.4900000
chr1	37997208	37999208	Txndc9	.	-	25	894	2000	0.4470000
chr1	38129662	38131662	Rev1	.	-	14	615	2000	0.3075000
chr1	38664955	38666955	Aff3	.	-	12	525	2000	0.2625000
chr1	38821215	38823215	Lonrf2	.	-	3	103	2000	0.0515000
chr1	38898160	38900160	Chst10	.	-	10	464	2000	0.2320000
chr1	38937149	38939149	Nms	.	+	8	398	2000	0.1990000
chr1	38985814	38987814	Pdcl3	.	+	15	608	2000	0.3040000
chr1	39192272	39194272	Npas2	.	+	36	1190	2000	0.5950000
chr1	39365851	39367851	Rpl31	.	+	9	416	2000	0.2080000
chr1	39478747	39480747	Tbc1d8	.	-	11	526	2000	0.2630000
chr1	39533802	39535802	D1Bwg0212e	.	+	15	700	2000	0.3500000
chr1	39548840	39550840	Snord89	.	-	6	291	2000	0.1455000
chr1	39577347	39579347	Rnf149	.	-	10	452	2000	0.2260000
chr1	39651182	39653182	Creg2	.	-	7	339	2000	0.1695000
chr1	39720989	39722989	Rfx8	.	-	4	130	2000	0.0650000
chr1	39805332	39807332	Gm3646	.	-	8	394	2000	0.1970000
chr1	39847330	39849330	1700066B17Rik	.	-	10	363	2000	0.1815000
chr1	39898913	39900913	Map4k4	.	+	10	383	2000	0.1915000
chr1	40082768	40084768	Il1r2	.	+	2	97	2000	0.0485000
chr1	40085851	40087851	Gm16894	.	-	7	300	2000	0.1500000
chr1	40223080	40225080	Il1r1	.	+	4	200	2000	0.1000000
chr1	40322627	40324627	Il1rl2	.	+	8	354	2000	0.1770000
chr1	40437649	40439649	Il1rl1	.	+	4	153	2000	0.0765000
chr1	40463552	40465552	Il18r1	.	+	6	253	2000	0.1265000
chr1	40513362	40515362	Il18rap	.	+	10	395	2000	0.1975000
chr1	40578227	40580227	Slc9a4	.	+	13	554	2000	0.2770000
chr1	40679712	40681712	Slc9a2	.	+	18	736	2000	0.3680000
chr1	40790657	40792657	Mfsd9	.	-	16	590	2000	0.2950000
chr1	40803601	40805601	Tmem182	.	+	5	230	2000	0.1150000
chr1	41181252	41183252	4930448I06Rik	.	-	12	505	2000	0.2525000
chr1	42694825	42696825	2610017I09Rik	.	-	6	214	2000	0.1070000
chr1	42695146	42697146	Pou3f3	.	+	4	149	2000	0.0745000
chr1	42698336	42700336	2900092D14Rik	.	+	5	224	2000	0.1120000
chr1	42849233	42851233	Mrps9	.	+	9	421	2000	0.2105000
chr1	42950872	42952872	Gpr45	.	+	12	475	2000	0.2375000
chr1	43096710	43098710	AI597479	.	+	22	698	2000	0.3490000
chr1	43098622	43100622	Tgfbrap1	.	-	23	768	2000	0.3840000
chr1	43163961	43165961	Fhl2	.	-	15	576	2000	0.2880000
chr1	43443751	43445751	Nck2	.	+	16	639	2000	0.3195000
chr1	43728602	43730602	1500015O10Rik	.	+	7	299	2000	0.1495000
chr1	43827708	43829708	Uxs1	.	-	7	306	2000	0.1530000
chr1	43932007	43934007	Tpp2	.	+	17	584	2000	0.2920000
chr1	44020006	44022006	A530098C11Rik	.	-	5	243	2000	0.1215000
chr1	44102388	44104388	1700029F09Rik	.	-	8	344	2000	0.1720000
chr1	44117968	44119968	Bivm	.	+	11	467	2000	0.2335000
chr1	44118773	44120773	Kdelc1	.	-	13	533	2000	0.2665000
chr1	44145744	44147744	Ercc5	.	+	7	327	2000	0.1635000
chr1	44218931	44220931	4832428D23Rik	.	-	5	216	2000	0.1080000
chr1	44549671	44551671	Gulp1	.	+	7	311	2000	0.1555000
chr1	44744949	44746949	4930521E06Rik	.	-	9	397	2000	0.1985000
chr1	45309538	45311538	Col3a1	.	+	6	297	2000	0.1485000
chr1	45503282	45505282	Col5a2	.	-	6	248	2000	0.1240000
chr1	45793501	45795501	Wdr75	.	+	5	201	2000	0.1005000
chr1	45925594	45927594	Slc40a1	.	-	12	476	2000	0.2380000
chr1	46012263	46014263	Gm3852	.	-	9	378	2000	0.1890000
chr1	46030437	46032437	Gm4776	.	-	6	185	2000	0.0925000
chr1	46064738	46066738	Dnahc7b	.	+	6	295	2000	0.1475000
chr1	46853509	46855509	Slc39a10	.	-	14	501	2000	0.2505000
chr1	50925523	50927523	Tmeff2	.	+	9	388	2000	0.1940000
chr1	51287126	51289126	Sdpr	.	+	7	305	2000	0.1525000
chr1	51333779	51335779	9330175M20Rik	.	-	15	680	2000	0.3400000
chr1	51478399	51480399	Obfc2a	.	-	19	590	2000	0.2950000
chr1	51915974	51917974	Myo1b	.	-	7	350	2000	0.1750000
chr1	52006244	52008244	Stat4	.	+	7	333	2000	0.1665000
chr1	52117438	52119438	Stat1	.	+	7	334	2000	0.1670000
chr1	52233232	52235232	Gls	.	-	14	554	2000	0.2770000
chr1	52500448	52502448	Nab1	.	-	17	627	2000	0.3135000
chr1	52628705	52630705	Tmem194b	.	+	11	349	2000	0.1745000
chr1	52727318	52729318	Mfsd6	.	-	7	288	2000	0.1440000
chr1	52817688	52819688	Inpp1	.	-	11	344	2000	0.1720000
chr1	52843046	52845046	Hibch	.	+	7	323	2000	0.1615000
chr1	52952840	52954840	1700019D03Rik	.	-	12	495	2000	0.2475000
chr1	53059663	53061663	Mstn	.	+	9	398	2000	0.1990000
chr1	53187617	53189617	1700019A02Rik	.	-	4	197	2000	0.0985000
chr1	53295095	53297095	Ormdl1	.	+	11	490	2000	0.2450000
chr1	53296996	53298996	Pms1	.	-	17	632	2000	0.3160000
chr1	53311663	53313663	Osgepl1	.	+	3	150	2000	0.0750000
chr1	53352699	53354699	Asnsd1	.	-	5	236	2000	0.1180000
chr1	53706784	53708784	Dnahc7a	.	-	11	465	2000	0.2325000
chr1	53785215	53787215	Stk17b	.	-	5	240	2000	0.1200000
chr1	54195034	54197034	Hecw2	.	-	4	151	2000	0.0755000
chr1	54248683	54250683	Ccdc150	.	+	5	247	2000	0.1235000
chr1	54438971	54440971	Gtf3c3	.	-	11	449	2000	0.2245000
chr1	54557684	54559684	Pgap1	.	-	9	373	2000	0.1865000
chr1	54926387	54928387	Ankrd44	.	-	13	549	2000	0.2745000
chr1	55027478	55029478	Sf3b1	.	-	15	654	2000	0.3270000
chr1	55050770	55052770	Coq10b	.	+	15	497	2000	0.2485000
chr1	55086148	55088148	Hspe1	.	+	36	1043	2000	0.5215000
chr1	55087932	55089932	Hspd1	.	-	26	928	2000	0.4640000
chr1	55129245	55131245	Mob4	.	+	11	481	2000	0.2405000
chr1	55226782	55228782	Rftn2	.	-	3	150	2000	0.0750000
chr1	55235177	55237177	Mars2	.	+	7	268	2000	0.1340000
chr1	55363469	55365469	Boll	.	-	12	462	2000	0.2310000
chr1	55403946	55405946	Plcl1	.	+	5	244	2000	0.1220000
chr1	55929241	55931241	9130227L01Rik	.	+	11	475	2000	0.2375000
chr1	56637451	56639451	Hsfy2	.	-	10	459	2000	0.2295000
chr1	56969469	56971469	9130024F11Rik	.	+	9	426	2000	0.2130000
chr1	56971334	56973334	Satb2	.	-	23	786	2000	0.3930000
chr1	57214996	57216996	BC055402	.	-	6	298	2000	0.1490000
chr1	57375620	57377620	1700066M21Rik	.	+	8	360	2000	0.1800000
chr1	57377544	57379544	4930558J18Rik	.	-	24	795	2000	0.3975000
chr1	57404548	57406548	9430016H08Rik	.	+	21	807	2000	0.4035000
chr1	57406674	57408674	1110034B05Rik	.	-	28	664	2000	0.3320000
chr1	57772861	57774861	Spats2l	.	+	5	244	2000	0.1220000
chr1	57970084	57972084	Kctd18	.	-	9	349	2000	0.1745000
chr1	57983340	57985340	Sgol2	.	+	10	443	2000	0.2215000
chr1	58027969	58029969	Aox1	.	+	7	311	2000	0.1555000
chr1	58111136	58113136	Aox3	.	+	14	484	2000	0.2420000
chr1	58208397	58210397	Aox4	.	+	6	269	2000	0.1345000
chr1	58276326	58278326	Aox3l1	.	+	7	335	2000	0.1675000
chr1	58391136	58393136	Bzw1	.	+	34	961	2000	0.4805000
chr1	58424088	58426088	Clk1	.	-	6	230	2000	0.1150000
chr1	58445486	58447486	Ppil3	.	-	12	483	2000	0.2415000
chr1	58445633	58447633	Nif3l1	.	+	11	409	2000	0.2045000
chr1	58504919	58506919	Orc2	.	-	14	614	2000	0.3070000
chr1	58584599	58586599	Ndufb3	.	+	19	693	2000	0.3465000
chr1	58586333	58588333	Fam126b	.	-	22	775	2000	0.3875000
chr1	58650641	58652641	Gm20257	.	+	9	358	2000	0.1790000
chr1	58695989	58697989	Als2cr12	.	-	8	381	2000	0.1905000
chr1	58711286	58713286	Cflar	.	+	35	959	2000	0.4795000
chr1	58793374	58795374	Casp8	.	+	9	389	2000	0.1945000
chr1	58971571	58973571	Stradb	.	+	13	486	2000	0.2430000
chr1	58973482	58975482	Trak2	.	-	23	674	2000	0.3370000
chr1	59094900	59096900	Als2cr11	.	-	9	431	2000	0.2155000
chr1	59120096	59122096	Als2cr4	.	-	12	539	2000	0.2695000
chr1	59163389	59165389	Mpp4	.	-	12	564	2000	0.2820000
chr1	59237231	59239231	Als2	.	-	11	449	2000	0.2245000
chr1	59254907	59256907	Cdk15	.	+	4	185	2000	0.0925000
chr1	59480147	59482147	Fzd7	.	+	8	339	2000	0.1695000
chr1	59514264	59516264	Gm973	.	+	11	513	2000	0.2565000
chr1	59670834	59672834	Sumo1	.	-	16	508	2000	0.2540000
chr1	59683006	59685006	Nop58	.	+	14	561	2000	0.2805000
chr1	59689958	59691958	Snord70	.	+	7	308	2000	0.1540000
chr1	59702808	59704808	Snord11	.	+	8	280	2000	0.1400000
chr1	59762637	59764637	Bmpr2	.	+	27	1039	2000	0.5195000
chr1	59911006	59913006	Fam117b	.	+	15	585	2000	0.2925000
chr1	60043087	60045087	Ica1l	.	-	8	362	2000	0.1810000
chr1	60096281	60098281	Carf	.	+	11	488	2000	0.2440000
chr1	60098500	60100500	Wdr12	.	-	11	439	2000	0.2195000
chr1	60178599	60180599	Nbeal1	.	+	5	245	2000	0.1225000
chr1	60341372	60343372	Cyp20a1	.	+	10	462	2000	0.2310000
chr1	60407619	60409619	Abi2	.	+	10	466	2000	0.2330000
chr1	60566765	60568765	Raph1	.	-	12	493	2000	0.2465000
chr1	60744388	60746388	Cd28	.	+	6	276	2000	0.1380000
chr1	60907025	60909025	Ctla4	.	+	4	197	2000	0.0985000
chr1	60975914	60977914	Icos	.	+	7	345	2000	0.1725000
chr1	61376432	61378432	9530026F06Rik	.	+	7	302	2000	0.1510000
chr1	61636824	61638824	Pard3b	.	+	11	429	2000	0.2145000
chr1	62701317	62703317	Nrp2	.	+	5	231	2000	0.1155000
chr1	62794732	62796732	4930487H11Rik	.	-	5	192	2000	0.0960000
chr1	63112471	63114471	Gm11602	.	+	81	1452	2000	0.7260000
chr1	63114267	63116267	Ino80d	.	-	18	695	2000	0.3475000
chr1	63174831	63176831	Eef1b2	.	+	20	734	2000	0.3670000
chr1	63176822	63178822	Ndufs1	.	-	23	824	2000	0.4120000
chr1	63177023	63179023	Snora41	.	+	20	750	2000	0.3750000
chr1	63214209	63216209	Gpr1	.	-	5	250	2000	0.1250000
chr1	63271269	63273269	Zdbf2	.	+	4	200	2000	0.1000000
chr1	63443904	63445904	Adam23	.	+	6	239	2000	0.1195000
chr1	63686927	63688927	Dytn	.	-	8	358	2000	0.1790000
chr1	63728625	63730625	Fastkd2	.	+	9	358	2000	0.1790000
chr1	63730318	63732318	Mdh1b	.	-	17	740	2000	0.3700000
chr1	63769267	63771267	4933402D24Rik	.	-	8	344	2000	0.1720000
chr1	63962727	63964727	Gm13749	.	+	5	226	2000	0.1130000
chr1	63984483	63986483	Mir1958	.	-	11	451	2000	0.2255000
chr1	64121389	64123389	Klf7	.	-	33	831	2000	0.4155000
chr1	64530804	64532804	Creb1	.	+	33	964	2000	0.4820000
chr1	64617168	64619168	Mettl21a	.	-	22	688	2000	0.3440000
chr1	64689345	64691345	Ccnyl1	.	+	15	666	2000	0.3330000
chr1	64690659	64692659	2810408I11Rik	.	-	12	519	2000	0.2595000
chr1	64737750	64739750	Fzd5	.	-	16	642	2000	0.3210000
chr1	64956824	64958824	Plekhm3	.	-	9	438	2000	0.2190000
chr1	65032748	65034748	Akr1cl	.	-	8	358	2000	0.1790000
chr1	65051163	65053163	Cryge	.	-	11	479	2000	0.2395000
chr1	65063440	65065440	Crygd	.	-	6	294	2000	0.1470000
chr1	65073521	65075521	Crygc	.	-	9	445	2000	0.2225000
chr1	65082267	65084267	Crygb	.	-	7	303	2000	0.1515000
chr1	65103363	65105363	Cryga	.	-	3	148	2000	0.0740000
chr1	65123193	65125193	D630023F18Rik	.	-	14	565	2000	0.2825000
chr1	65184685	65186685	Pikfyve	.	+	5	245	2000	0.1225000
chr1	65186479	65188479	Idh1	.	-	11	420	2000	0.2100000
chr1	65309257	65311257	Pth2r	.	+	5	222	2000	0.1110000
chr1	65924522	65926522	Crygf	.	+	6	300	2000	0.1500000
chr1	66173329	66175329	Mtap2	.	+	7	332	2000	0.1660000
chr1	66466447	66468447	Unc80	.	+	5	200	2000	0.1000000
chr1	66698893	66700893	Rpe	.	+	5	205	2000	0.1025000
chr1	66817595	66819595	1110028C15Rik	.	-	8	358	2000	0.1790000
chr1	66863267	66865267	Acadl	.	-	16	556	2000	0.2780000
chr1	66945056	66947056	Myl1	.	-	6	261	2000	0.1305000
chr1	67038872	67040872	Lancl1	.	-	11	453	2000	0.2265000
chr1	67121066	67123066	Cps1	.	+	6	237	2000	0.1185000
chr1	69108059	69110059	Erbb4	.	-	9	402	2000	0.2010000
chr1	69685960	69687960	Ikzf2	.	-	13	560	2000	0.2800000
chr1	69824988	69826988	Spag16	.	+	6	261	2000	0.1305000
chr1	70723715	70725715	Vwc2l	.	+	7	258	2000	0.1290000
chr1	71102972	71104972	Bard1	.	-	13	560	2000	0.2800000
chr1	71414910	71416910	Abca12	.	-	6	258	2000	0.1290000
chr1	71555156	71557156	Atic	.	+	12	524	2000	0.2620000
chr1	71651335	71653335	Apol7d	.	+	10	495	2000	0.2475000
chr1	71653171	71655171	Fn1	.	-	2	98	2000	0.0490000
chr1	71886112	71888112	Gm8883	.	+	10	453	2000	0.2265000
chr1	72005195	72007195	4933417E11Rik	.	-	11	457	2000	0.2285000
chr1	72212307	72214307	Mreg	.	-	2	100	2000	0.0500000
chr1	72282373	72284373	Tmem169	.	+	15	518	2000	0.2590000
chr1	72284314	72286314	Pecr	.	-	9	371	2000	0.1855000
chr1	72305421	72307421	Xrcc5	.	+	6	298	2000	0.1490000
chr1	72536564	72538564	March4	.	-	4	193	2000	0.0965000
chr1	72581251	72583251	Smarcal1	.	+	12	560	2000	0.2800000
chr1	72700564	72702564	Ankar	.	-	5	248	2000	0.1240000
chr1	72709260	72711260	Rpl37a	.	+	7	304	2000	0.1520000
chr1	72822480	72824480	Igfbp2	.	+	4	200	2000	0.1000000
chr1	72874865	72876865	Igfbp5	.	-	6	270	2000	0.1350000
chr1	73014036	73016036	1700027A15Rik	.	+	6	291	2000	0.1455000
chr1	73015899	73017899	Tnp1	.	-	12	483	2000	0.2415000
chr1	73396968	73398968	D530049I02Rik	.	+	8	391	2000	0.1955000
chr1	73407569	73409569	Pinc	.	-	6	297	2000	0.1485000
chr1	73864466	73866466	6030407O03Rik	.	-	9	415	2000	0.2075000
chr1	74123541	74125541	Rufy4	.	+	11	474	2000	0.2370000
chr1	74124447	74126447	Tns1	.	-	12	493	2000	0.2465000
chr1	74151994	74153994	Cxcr2	.	+	10	445	2000	0.2225000
chr1	74194631	74196631	Cxcr1	.	-	2	99	2000	0.0495000
chr1	74234550	74236550	Arpc2	.	+	14	479	2000	0.2395000
chr1	74276600	74278600	Gpbar1	.	+	4	201	2000	0.1005000
chr1	74283034	74285034	Pnkd	.	+	17	625	2000	0.3125000
chr1	74284738	74286738	Aamp	.	-	11	411	2000	0.2055000
chr1	74304336	74306336	Tmbim1	.	-	8	348	2000	0.1740000
chr1	74360108	74362108	Gm216	.	+	7	315	2000	0.1575000
chr1	74373203	74375203	Slc11a1	.	+	8	357	2000	0.1785000
chr1	74389609	74391609	Ctdsp1	.	+	15	614	2000	0.3070000
chr1	74392310	74394310	Mir26b	.	+	20	790	2000	0.3950000
chr1	74407384	74409384	Vil1	.	+	13	480	2000	0.2400000
chr1	74504060	74506060	Rqcd1	.	+	12	539	2000	0.2695000
